id,transaction_id,account_address,mint_address,pre_balance,post_balance,balance_delta
5440,3864,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,9017664455,9017657054,-7401
5439,3863,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,9017671854,9017664455,-7399
5438,3862,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,9017679253,9017671854,-7399
5437,3861,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,9017686652,9017679253,-7399
5436,3860,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,9017694051,9017686652,-7399
5435,3859,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,9017701449,9017694051,-7398
5434,3858,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,9017708846,9017701449,-7397
5433,3857,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,9017716244,9017708846,-7398
5432,3856,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,9017723644,9017716244,-7400
5431,3855,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,9017731042,9017723644,-7398
5430,3854,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,9017738439,9017731042,-7397
5429,3853,3vYWYLnaxQjSvT3Ne75SSjt9GU6HGFmPm1veZaCwTVnx,,0,1100000,1100000
5428,3853,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,9017753552,9016648552,-1105000
5427,3852,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,8965057590,8965050193,-7397
5426,3851,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,8963485669,8963478270,-7399
5425,3850,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,8965064987,8965057590,-7397
5424,3849,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,8963493065,8963485669,-7396
5423,3848,GHoPA17XR9Rwqna6Umf8KCiGMWhqjH9obpnYQ6kxRiqs,,0,1100000,1100000
5422,3848,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,8965080726,8963975726,-1105000
5421,3847,7e9gNynRVxEMAUmeTxZ8gdVGcKKz76St7Nr8Sn1SFy7E,,0,1100000,1100000
5420,3847,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,8963508150,8962403150,-1105000
5419,3846,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,8965088126,8965080726,-7400
5418,3845,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,8963515550,8963508150,-7400
5417,3844,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,8965095523,8965088126,-7397
5416,3842,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,8963522947,8963515550,-7397
5415,3843,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,8965102924,8965095523,-7401
5414,3841,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,8965110320,8965102924,-7396
5413,3840,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,8963530344,8963522947,-7397
5412,3839,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,8965117718,8965110320,-7398
5411,3838,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,8963642783,8963530344,-112439
5410,3837,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,8965125267,8965117718,-7549
5409,3836,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,8963650181,8963642783,-7398
5408,3835,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,8965132815,8965125267,-7548
5407,3834,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,8963762457,8963650181,-112276
5406,3833,AoiGTtSnkDh3YR3zTrS7Tw17C4xPbbLg9oDtXVVbsxdr,,0,1100000,1100000
5405,3832,F9EtmXfB9pV43zKeHhoCreAHwgmsAeMcDjptigSVRTXX,,0,1100000,1100000
5404,3833,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,8965149600,8964044600,-1105000
5403,3832,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,8963778632,8962673632,-1105000
5402,3831,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,8965157151,8965149600,-7551
5401,3830,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,8963786689,8963778632,-8057
5400,3829,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,8965164699,8965157151,-7548
5399,3828,3AbYYgTKK8SZ3w9N4iH3v8bQ3Zajq4nuHyRRNmL9k5Wh,,0,1100000,1100000
5398,3828,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,8963802428,8962697428,-1105000
5397,3827,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,8965172249,8965164699,-7550
5396,3826,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,8963809827,8963802428,-7399
5395,3825,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,8963817885,8963809827,-8058
5394,3824,D1FuXhQ7hMDYexmtpKydgGfRrdx3SaQdrgqds5X6mR8p,,0,1100000,1100000
5393,3824,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,8965189034,8964084034,-1105000
5392,3823,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,8963825943,8963817885,-8058
5391,3822,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,8965196431,8965189034,-7397
5390,3821,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,8963833996,8963825943,-8053
5389,3820,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,8965203828,8965196431,-7397
5388,3819,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,8965211228,8965203828,-7400
5387,3818,9kbgvN1DERbx9x9KEhsFsLbeME3ERWyZUaWHLqLbxoQD,,0,1100000,1100000
5386,3818,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,8965226482,8964121482,-1105000
5385,3817,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,8965233879,8965226482,-7397
5384,3816,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,8965241276,8965233879,-7397
5383,3815,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,8965248673,8965241276,-7397
5382,3814,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,8965256072,8965248673,-7399
5381,3813,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,8965263469,8965256072,-7397
5380,3812,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,8965270868,8965263469,-7399
5379,3811,BFx1n4dyQoJmB6a2sciKnkoUuy9gJaVWYvkUu2CswbDQ,,0,1100000,1100000
5378,3811,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,8965286230,8964181230,-1105000
5377,3810,D4LviBhPP6CAMNdgoteNvYJDsi8yvnguNURCHjgwdG77,,0,1100000,1100000
5376,3810,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,8965301592,8964196592,-1105000
5375,3809,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,8965308992,8965301592,-7400
5374,3808,BYt8RgJeHePYVpcpUuEoQRyYpbpMmzyUxN4rAeBkEs8E,,0,1100000,1100000
5373,3808,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,8969209923,8968104923,-1105000
5372,3807,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,8969218085,8969209923,-8162
5371,3806,8UHBn1dLy367CgujP5qukxaASzbzJp2FrorYtHAr1ioC,,0,1100000,1100000
5370,3806,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,8982946142,8981841142,-1105000
5369,3805,E4Z9U8FRan1NMaFsSJ9DbazeD5tXmP21Ao7NXuEJ88ee,,0,1100000,1100000
5368,3805,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,8982962676,8981857676,-1105000
5367,3804,H1tJj5cR463fvuPrb7nADnHHY6im95ZRorj8WPGaao8G,,0,1100000,1100000
5366,3804,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,8982979210,8981874210,-1105000
5365,3803,CMFioCSFVGTVUA8rfHYWiBcXKgrz35aaK26CnqUmENeu,,0,1100000,1100000
5364,3803,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,8982994391,8981889391,-1105000
5363,3802,6Y2dxZdfRz1F339faxryJswabZgqWKvGDKZkJTPqWwtn,,0,1100000,1100000
5362,3802,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,8983010095,8981905095,-1105000
5361,3801,2RuH9eE7GPtPYVYxbpZkN1QEymyQSSCVhKy7PJCouybM,,0,1100000,1100000
5360,3801,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,8986985079,8985880079,-1105000
5359,3800,6YVvh2oixmAKhLNWg5XMC5sn1UFFGdn7iayDgtxvzi3k,,0,1100000,1100000
5358,3800,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,8987000783,8985895783,-1105000
5357,3799,V4L6AWfGNQAeWDZSKgd4EGULAscMLkk3WYn8tLcM2Am,,0,1100000,1100000
5356,3799,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,8987016487,8985911487,-1105000
5355,3798,E16Zo3YmMntJNNvnGAQxu8x2Gvx9oEw5kFMcagUxsGPd,,0,1100000,1100000
5354,3798,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,8987032838,8985927838,-1105000
5353,3797,9NtdPqhVpyfyuB7Qsr67PFe9fQ9QckQugCFqaAHyv75P,,0,1100000,1100000
5352,3797,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,8987049189,8985944189,-1105000
5351,3796,8Ao98vWjWVEXjeGpQqcA4zHsBLHjaEmce2eGhwQGwZVw,,0,1100000,1100000
5350,3796,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,8994027703,8992922703,-1105000
5349,3795,Jzjxm4Lw3bTJRspEtYJaHLrktk3X6FPKpnSGaMkR3MP,,0,1100000,1100000
5348,3795,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,8995190657,8994085657,-1105000
5347,3794,ED2zzULwDbxGQdUcEsYKiZFeNFxDiZsqD9AXC2eKFaaF,,0,1100000,1100000
5346,3794,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,8995207427,8994102427,-1105000
5345,3793,2uFLnAsiZMjWKgW7oYXjNcp3ZiESDMAariJjGnXUsV2T,,0,1100000,1100000
5344,3793,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,8995224197,8994119197,-1105000
5343,3792,4bB2ApHvncQPgoydoKTGdB7yt9bEsQCsRYW5uXwQ9vju,,0,1100000,1100000
5342,3792,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,8995241129,8994136129,-1105000
5341,3791,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,9005178391,9005170123,-8268
5340,3790,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,9005186656,9005178391,-8265
5339,3789,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,8995597779,8995485384,-112395
5338,3788,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,8995710223,8995597779,-112444
5337,3787,J2uQEXqminJ5kaGinNs7DgnSxcLrjDmLDkgd6z4e1Gu6,,0,1100000,1100000
5336,3787,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,8995726753,8994621753,-1105000
5335,3786,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,8995839182,8995726753,-112429
5334,3785,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,8995951573,8995839182,-112391
5333,3784,FMxoEL1gJe73Wq8zeym7RwZm2BVUTsTD6tWcKf3jTffZ,,0,1100000,1100000
5332,3784,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,8995968103,8994863103,-1105000
5331,3783,ywQ3qELkfEyfAtSFq7ZDkgepNZopW7CcrVfkMNk7eZZ,,0,1100000,1100000
5330,3783,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,9005210882,9004105882,-1105000
5329,3782,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,9005218282,9005210882,-7400
5328,3781,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,9005225682,9005218282,-7400
5327,3780,8Vv8m1r8hphNecCJz2TVFVwVESqXSzo6Hu3ipFeSeWfG,,0,1100000,1100000
5326,3780,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,9006822279,9005717279,-1105000
5325,3779,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,9006829676,9006822279,-7397
5324,3778,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,9006844596,9006837077,-7519
5323,3777,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,9006852115,9006844596,-7519
5322,3776,B9UAZFNbMbEYKBXzvgwrFf6K7itg1FwWuf5HL98UvQWy,,0,1100000,1100000
5321,3776,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,9006875840,9005770840,-1105000
5320,3775,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,9006883359,9006875840,-7519
5319,3774,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,9006890877,9006883359,-7518
5318,3773,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,9006898276,9006890877,-7399
5317,3772,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,9006905798,9006898276,-7522
5316,3771,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,9006913316,9006905798,-7518
5315,3770,BbwWmUtea4vjdFtfsg25dxy9mnLSoqMDGd1FpT7yC45H,,0,1100000,1100000
5314,3770,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,9006929522,9005824522,-1105000
5313,3769,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,9013735610,9013717753,-17857
5312,3767,DQqZitVJ4Z9F34XZDv5b6aAuBKddUoEQ3ytKS6criSs7,,0,1100000,1100000
5311,3767,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,9013751318,9012646318,-1105000
5310,3764,LZ5bXFKE8h4Dh2v9GeXg89dmifjBhQS44L8KoNozeEc,,0,1100000,1100000
5309,3764,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,9013767026,9012662026,-1105000
5308,3762,DKEGAdtvX7iHyv1PadeQsynNHgUJ97xmKY7rF7H1SrzJ,,0,1100000,1100000
5307,3762,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,9013782838,9012677838,-1105000
5306,3760,HPiwf8igNNzkCcoZxLeoenLkbpryRCgQbzZM5BqgQL9a,,0,1100000,1100000
5305,3760,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,9013799467,9012694467,-1105000
5304,3759,FX3c4ANrSCdT8tdNAyVGJ77MU4dCVnKBWAT436uisYxe,,0,1100000,1100000
5303,3759,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,9013814944,9012709944,-1105000
5302,3757,Avdh3P9NFvKEGGqDfK67idSKdBgN75RUZXmhWP9wz5fD,,0,1100000,1100000
5301,3757,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,9013831666,9012726666,-1105000
5300,3755,H7xaBarg1Pn3VEU8a4AVgiSHfVMsvvvnBR9eHRLsoCjA,,0,1100000,1100000
5299,3755,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,9013848388,9012743388,-1105000
5298,3753,9jRavZUZfNQeVcuMK1xbm7wv3zVSDRYcxEurRYdcERwP,,0,1100000,1100000
5297,3753,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,9013864024,9012759024,-1105000
5296,3752,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,9020209637,9020202240,-7397
5295,3751,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,9020225173,9020209637,-15536
5294,3750,9D8Ej8YGtTqq6kL7w8QCafW3AjBR4Wwco7KNfHgkWvLq,,0,1100000,1100000
5293,3750,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,9020240690,9019135690,-1105000
5292,3749,66666y3RmL6gNyttNKXNhF5awxAWbBdGSfpKuaTLrjRH,,1295211527,1295195257,-16270
5291,3748,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,9020248089,9020240690,-7399
5290,3747,66666y3RmL6gNyttNKXNhF5awxAWbBdGSfpKuaTLrjRH,,1295222373,1295211527,-10846
5289,3746,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,9020255488,9020248089,-7399
5288,3745,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,9020262884,9020255488,-7396
5287,3744,FhiPmrVFHGoqmTvvfYFPBxWDQJizxphzYVDjkbtUFTTf,,0,1100000,1100000
5286,3744,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,9020279347,9019174347,-1105000
5285,3743,HFqU5x63VTqvQss8hp11i4wVV8bD44PvwucfZ2bU7gRe,,2617816,2635863,18047
5284,3743,66666y3RmL6gNyttNKXNhF5awxAWbBdGSfpKuaTLrjRH,,1295245420,1295222373,-23047
5283,3742,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,9020391732,9020279347,-112385
5282,3741,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,9020504188,9020391732,-112456
5281,3740,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,9020511584,9020504188,-7396
5280,3739,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,9020519330,9020511584,-7746
5279,3738,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,9020527076,9020519330,-7746
5278,3737,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,9028450818,9028444620,-6198
5277,3736,Cx2sXbXVhxrLyh8u1zkj3iNiek6SJQ1veYooKW7V8fCz,,0,1100000,1100000
5276,3736,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,9026900294,9025795294,-1105000
5275,3735,E6Wagd9eL9vMfSpzVoQR7npcgWERgWmgrwUrnFZs6CHC,,0,1100000,1100000
5274,3735,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,9026916771,9025811771,-1105000
5273,3734,3vScgfDjFapbJ4MxvGk44szGevifsNPMNSLAgpGmSPhk,,0,1100000,1100000
5272,3734,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,9026932299,9025827299,-1105000
5271,3733,AADeH7mqcm98AJxJBPZ9vkgJWusWhemMnHHJXWsk7L5B,,0,1100000,1100000
5270,3733,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,9026947827,9025842827,-1105000
5269,3732,68aYxhSX7rWaVXqCTb6xnZNYrQvMuoPerAfPHfN82FfA,,0,1100000,1100000
5268,3732,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,9026963355,9025858355,-1105000
5267,3731,GFunzMs2QacbdPvyptVXkJL58Uw77qLGTVtbMDT9Hz7T,,0,1100000,1100000
5266,3731,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,9026978883,9025873883,-1105000
5265,3730,9MXrUCPEty2rVHPq9bnwndzBBbmb7hza5VQUqcSFkvW9,,0,1100000,1100000
5264,3730,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,9026994485,9025889485,-1105000
5263,3729,H2i7uNfTNntiAPQt6TnkGWhN6CZPgY8vFu1pHKVSdrdE,,0,1100000,1100000
5262,3729,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,9027010087,9025905087,-1105000
5261,3728,99cxQkqFzxk9D3eTPehyfLtk62f9nK2F3RnPKqA3BYaC,,0,1100000,1100000
5260,3728,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,9027026937,9025921937,-1105000
5259,3727,GjtynFhXoiWVsMJqhG5ZkVAnrcWYzHCePU8F1fzUCL5b,,0,1100000,1100000
5258,3727,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,9027043787,9025938787,-1105000
5257,3726,8EnSCs5MT9Ycjk4jMT4GJAZu7NpoCJg6sWs8yAPjsbGa,,0,1100000,1100000
5256,3726,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,9027060637,9025955637,-1105000
5255,3725,HfvWye9z68jHWsDZFtDfmrp48GNLmFydnGsnLmKQnNdy,,0,1100000,1100000
5254,3725,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,9027077487,9025972487,-1105000
5253,3724,G7uhYVA7YhxjoZHED3Baxydo9BrxrraQ9jaf1LVP4ESy,,0,1100000,1100000
5252,3724,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,9027094337,9025989337,-1105000
5251,3722,8NpNmntfm9eGHdELmciNPtTVnrAXhScF7vggfzRtTdnr,,489949834,489944247,-5587
5250,3721,8NpNmntfm9eGHdELmciNPtTVnrAXhScF7vggfzRtTdnr,,489965813,489960243,-5570
5249,3720,8NpNmntfm9eGHdELmciNPtTVnrAXhScF7vggfzRtTdnr,,489976999,489971247,-5752
5248,3719,3AVi9Tg9Uo68tJfuvoKvqKNWKkC5wPdSSdeBnizKZ6jT,,2240708,2244558,3850
5247,3719,8NpNmntfm9eGHdELmciNPtTVnrAXhScF7vggfzRtTdnr,,489985849,489976999,-8850
5246,3718,9UQwYrBhwuKPEvzyk7EJFcC31Hmu1XdQ2VFvw4haEQ5Q,,0,1100000,1100000
5245,3718,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,9029896935,9028791935,-1105000
5244,3717,8NpNmntfm9eGHdELmciNPtTVnrAXhScF7vggfzRtTdnr,,490005983,490000418,-5565
5243,3716,8NpNmntfm9eGHdELmciNPtTVnrAXhScF7vggfzRtTdnr,,490011572,490005983,-5589
5242,3715,8NpNmntfm9eGHdELmciNPtTVnrAXhScF7vggfzRtTdnr,,490017285,490011572,-5713
5241,3714,DfXygSm4jCyNCybVYYK6DwvWqjKee8pbDmJGcLWNDXjh,,4412661,4417544,4883
5240,3714,8NpNmntfm9eGHdELmciNPtTVnrAXhScF7vggfzRtTdnr,,490027168,490017285,-9883
